,State,County,Temperature,Precipitation
742,Indiana,Union County,53,45.0
743,Indiana,Vanderburgh County,57,40.3
744,Indiana,Vermillion County,53,45.4
745,Indiana,Vigo County,54,44.1
746,Indiana,Wabash County,52,40.4
747,Indiana,Warren County,52,44.7
748,Indiana,Warrick County,56,43.7
749,Indiana,Washington County,55,51.0
750,Indiana,Wayne County,52,41.8
751,Indiana,Wells County,52,40.6
752,Indiana,White County,52,41.2
753,Indiana,Whitley County,51,41.1
754,Iowa,Adair County,50,33.8
755,Iowa,Adams County,50,35.2
756,Iowa,Allamakee County,48,30.9
757,Iowa,Appanoose County,51,44.3
758,Iowa,Audubon County,49,32.4
759,Iowa,Benton County,49,27.5
760,Iowa,Black Hawk County,49,26.9
761,Iowa,Boone County,50,28.6
762,Iowa,Bremer County,48,30.9
763,Iowa,Buchanan County,48,29.8
764,Iowa,Buena Vista County,48,29.0
765,Iowa,Butler County,48,28.0
766,Iowa,Calhoun County,49,30.4
767,Iowa,Carroll County,50,29.2
768,Iowa,Cass County,50,31.9
769,Iowa,Cedar County,49,32.4
770,Iowa,Cerro Gordo County,48,31.0
771,Iowa,Cherokee County,48,29.0
772,Iowa,Chickasaw County,47,35.7
773,Iowa,Clarke County,51,38.3
774,Iowa,Clay County,48,30.5
775,Iowa,Clayton County,48,29.6
776,Iowa,Clinton County,51,31.6
777,Iowa,Crawford County,49,29.0
778,Iowa,Dallas County,51,31.4
779,Iowa,Davis County,51,43.4
780,Iowa,Decatur County,52,40.5
781,Iowa,Delaware County,48,30.8
782,Iowa,Des Moines County,52,44.8
783,Iowa,Dickinson County,47,28.3
784,Iowa,Dubuque County,48,29.0
785,Iowa,Emmet County,47,28.6
786,Iowa,Fayette County,47,31.3
787,Iowa,Floyd County,48,34.2
788,Iowa,Franklin County,48,28.3
789,Iowa,Fremont County,52,35.0
790,Iowa,Greene County,50,29.5
791,Iowa,Grundy County,49,28.1
792,Iowa,Guthrie County,50,31.0
793,Iowa,Hamilton County,48,27.6
794,Iowa,Hancock County,48,30.7
795,Iowa,Hardin County,49,27.0
796,Iowa,Harrison County,51,35.6
797,Iowa,Henry County,51,42.0
798,Iowa,Howard County,46,33.6
799,Iowa,Humboldt County,48,29.1
800,Iowa,Ida County,49,28.0
801,Iowa,Iowa County,50,30.8
802,Iowa,Jackson County,50,32.6
803,Iowa,Jasper County,50,30.0
804,Iowa,Jefferson County,51,40.0
805,Iowa,Johnson County,49,32.8
806,Iowa,Jones County,49,30.3
807,Iowa,Keokuk County,50,37.3
808,Iowa,Kossuth County,48,28.6
809,Iowa,Lee County,52,45.7
810,Iowa,Linn County,49,30.7
811,Iowa,Louisa County,51,40.0
812,Iowa,Lucas County,51,40.3
813,Iowa,Lyon County,48,28.5
814,Iowa,Madison County,51,34.4
815,Iowa,Mahaska County,51,35.0
816,Iowa,Marion County,51,33.5
817,Iowa,Marshall County,49,26.1
818,Iowa,Mills County,52,34.6
819,Iowa,Mitchell County,47,34.9
820,Iowa,Monona County,50,31.1
821,Iowa,Monroe County,51,39.7
822,Iowa,Montgomery County,51,34.5
823,Iowa,Muscatine County,50,34.0
824,Iowa,O'Brien County,48,29.0
825,Iowa,Osceola County,47,28.6
826,Iowa,Page County,52,35.7
827,Iowa,Palo Alto County,48,30.1
828,Iowa,Plymouth County,49,25.0
829,Iowa,Pocahontas County,48,29.0
830,Iowa,Polk County,51,30.8
831,Iowa,Pottawattamie County,51,33.4
832,Iowa,Poweshiek County,50,31.0
833,Iowa,Ringgold County,51,38.9
834,Iowa,Sac County,49,29.4
835,Iowa,Scott County,51,33.2
836,Iowa,Shelby County,50,31.3
837,Iowa,Sioux County,48,27.6
838,Iowa,Story County,50,27.8
839,Iowa,Tama County,49,28.5
840,Iowa,Taylor County,51,36.5
841,Iowa,Union County,50,37.5
842,Iowa,Van Buren County,51,40.9
843,Iowa,Wapello County,51,40.4
844,Iowa,Warren County,51,34.6
845,Iowa,Washington County,50,38.2
846,Iowa,Wayne County,51,43.2
847,Iowa,Webster County,49,28.2
848,Iowa,Winnebago County,47,27.5
849,Iowa,Winneshiek County,47,30.7
850,Iowa,Woodbury County,49,27.1
851,Iowa,Worth County,47,31.0
852,Iowa,Wright County,48,30.5
853,Kansas,Allen County,57,55.5
854,Kansas,Anderson County,56,50.3
855,Kansas,Atchison County,54,36.5
856,Kansas,Barber County,57,25.6
857,Kansas,Barton County,55,28.3
858,Kansas,Bourbon County,57,49.6
859,Kansas,Brown County,54,34.9
860,Kansas,Butler County,57,39.2
861,Kansas,Chase County,55,36.4
862,Kansas,Chautauqua County,58,36.1
863,Kansas,Cherokee County,58,49.1
864,Kansas,Cheyenne County,52,14.9
865,Kansas,Clark County,57,20.0
866,Kansas,Clay County,55,27.3
867,Kansas,Cloud County,55,25.8
868,Kansas,Coffey County,56,43.7
869,Kansas,Comanche County,57,24.5
870,Kansas,Cowley County,58,35.6
871,Kansas,Crawford County,57,50.0
872,Kansas,Decatur County,53,17.5
873,Kansas,Dickinson County,56,31.6
874,Kansas,Doniphan County,54,38.8
875,Kansas,Douglas County,56,45.5
876,Kansas,Edwards County,56,27.2
877,Kansas,Elk County,57,36.6
878,Kansas,Ellis County,55,26.1
879,Kansas,Ellsworth County,56,28.3
880,Kansas,Finney County,55,17.0
881,Kansas,Ford County,56,23.7
882,Kansas,Franklin County,56,48.2
883,Kansas,Geary County,56,31.1
884,Kansas,Gove County,54,18.2
885,Kansas,Graham County,54,19.0
886,Kansas,Grant County,55,17.7
887,Kansas,Gray County,55,19.9
888,Kansas,Greeley County,53,20.8
889,Kansas,Greenwood County,56,41.5
890,Kansas,Hamilton County,54,18.0
891,Kansas,Harper County,58,26.2
892,Kansas,Harvey County,57,34.9
893,Kansas,Haskell County,55,18.9
894,Kansas,Hodgeman County,56,24.2
895,Kansas,Jackson County,54,33.5
896,Kansas,Jefferson County,55,39.0
897,Kansas,Jewell County,54,27.5
898,Kansas,Johnson County,56,42.2
899,Kansas,Kearny County,55,18.0
900,Kansas,Kingman County,57,30.4
901,Kansas,Kiowa County,56,25.9
902,Kansas,Labette County,58,46.0
903,Kansas,Lane County,55,18.8
904,Kansas,Leavenworth County,55,42.8
905,Kansas,Lincoln County,56,27.5
906,Kansas,Linn County,56,49.4
907,Kansas,Logan County,54,22.0
908,Kansas,Lyon County,55,39.4
909,Kansas,McPherson County,57,32.7
910,Kansas,Marion County,56,32.8
911,Kansas,Marshall County,54,28.9
912,Kansas,Meade County,56,22.0
913,Kansas,Miami County,56,47.7
914,Kansas,Mitchell County,55,24.2
915,Kansas,Montgomery County,58,40.3
916,Kansas,Morris County,55,34.0
917,Kansas,Morton County,55,14.2
918,Kansas,Nemaha County,53,30.5
919,Kansas,Neosho County,57,53.1
920,Kansas,Ness County,55,22.0
921,Kansas,Norton County,53,21.0
922,Kansas,Osage County,56,45.1
923,Kansas,Osborne County,54,25.9
924,Kansas,Ottawa County,56,27.2
925,Kansas,Pawnee County,55,27.4
926,Kansas,Phillips County,54,19.8
927,Kansas,Pottawatomie County,55,30.6
928,Kansas,Pratt County,56,26.9
929,Kansas,Rawlins County,52,15.7
930,Kansas,Reno County,56,30.6
931,Kansas,Republic County,54,27.7
932,Kansas,Rice County,56,30.0
933,Kansas,Riley County,55,30.3
934,Kansas,Rooks County,54,22.6
935,Kansas,Rush County,55,27.5
936,Kansas,Russell County,55,27.1
937,Kansas,Saline County,57,29.5
938,Kansas,Scott County,54,18.6
939,Kansas,Sedgwick County,57,32.4
940,Kansas,Seward County,56,19.7
941,Kansas,Shawnee County,56,38.7
942,Kansas,Sheridan County,53,17.5
943,Kansas,Sherman County,52,16.6
944,Kansas,Smith County,54,26.0
945,Kansas,Stafford County,55,29.8
946,Kansas,Stanton County,55,15.3
947,Kansas,Stevens County,55,18.0
948,Kansas,Sumner County,58,31.0
949,Kansas,Thomas County,53,17.4
950,Kansas,Trego County,54,18.4
951,Kansas,Wabaunsee County,55,35.5
952,Kansas,Wallace County,53,19.5
953,Kansas,Washington County,54,28.3
954,Kansas,Wichita County,54,19.9
955,Kansas,Wilson County,57,47.7
956,Kansas,Woodson County,57,49.0
957,Kansas,Wyandotte County,56,40.1
958,Kentucky,Adair County,56,56.5
959,Kentucky,Allen County,58,52.9
960,Kentucky,Anderson County,56,56.6
961,Kentucky,Ballard County,58,46.0
962,Kentucky,Barren County,57,57.3
963,Kentucky,Bath County,55,53.6
964,Kentucky,Bell County,54,55.7
965,Kentucky,Boone County,55,47.8
966,Kentucky,Bourbon County,55,51.6
967,Kentucky,Boyd County,55,48.9
968,Kentucky,Boyle County,55,57.6
969,Kentucky,Bracken County,55,47.4
970,Kentucky,Breathitt County,56,53.5
971,Kentucky,Breckinridge County,56,51.7
972,Kentucky,Bullitt County,57,55.3
973,Kentucky,Butler County,57,51.8
974,Kentucky,Caldwell County,57,48.1
975,Kentucky,Calloway County,58,53.4
976,Kentucky,Campbell County,55,44.6
977,Kentucky,Carlisle County,59,49.5
978,Kentucky,Carroll County,56,50.8
979,Kentucky,Carter County,54,48.3
980,Kentucky,Casey County,56,57.8
981,Kentucky,Christian County,58,48.2
982,Kentucky,Clark County,55,55.3
983,Kentucky,Clay County,56,59.6
984,Kentucky,Clinton County,57,60.1
985,Kentucky,Crittenden County,57,46.6
986,Kentucky,Cumberland County,57,56.3
987,Kentucky,Daviess County,57,42.0
988,Kentucky,Edmonson County,57,59.3
989,Kentucky,Elliott County,55,47.3
990,Kentucky,Estill County,56,58.8
991,Kentucky,Fayette County,55,55.0
992,Kentucky,Fleming County,54,51.2
993,Kentucky,Floyd County,56,47.0
994,Kentucky,Franklin County,56,55.0
995,Kentucky,Fulton County,58,54.6
996,Kentucky,Gallatin County,56,47.6
997,Kentucky,Garrard County,56,56.4
998,Kentucky,Grant County,55,45.7
999,Kentucky,Graves County,58,52.6
1000,Kentucky,Grayson County,56,56.0
1001,Kentucky,Green County,57,57.9
1002,Kentucky,Greenup County,55,48.1
1003,Kentucky,Hancock County,56,47.5
1004,Kentucky,Hardin County,56,57.0
1005,Kentucky,Harlan County,54,53.0
1006,Kentucky,Harrison County,55,47.5
1007,Kentucky,Hart County,57,60.6
1008,Kentucky,Henderson County,57,38.1
1009,Kentucky,Henry County,56,54.3
1010,Kentucky,Hickman County,58,53.3
1011,Kentucky,Hopkins County,58,45.6
1012,Kentucky,Jackson County,55,59.3
1013,Kentucky,Jefferson County,57,52.9
1014,Kentucky,Jessamine County,56,56.0
1015,Kentucky,Johnson County,56,45.8
1016,Kentucky,Kenton County,55,45.7
1017,Kentucky,Knott County,56,49.0
1018,Kentucky,Knox County,56,60.2
1019,Kentucky,Larue County,56,58.7
1020,Kentucky,Laurel County,56,59.6
1021,Kentucky,Lawrence County,55,45.0
1022,Kentucky,Lee County,56,57.8
1023,Kentucky,Leslie County,55,54.7
1024,Kentucky,Letcher County,55,47.4
1025,Kentucky,Lewis County,54,49.6
1026,Kentucky,Lincoln County,55,57.0
1027,Kentucky,Livingston County,58,49.4
1028,Kentucky,Logan County,58,50.5
1029,Kentucky,Lyon County,58,49.7
1030,Kentucky,McCracken County,58,48.2
1031,Kentucky,McCreary County,56,61.4
1032,Kentucky,McLean County,58,41.2
1033,Kentucky,Madison County,56,56.0
1034,Kentucky,Magoffin County,56,49.4
1035,Kentucky,Marion County,56,58.0
1036,Kentucky,Marshall County,58,51.1
1037,Kentucky,Martin County,56,49.1
1038,Kentucky,Mason County,54,48.0
1039,Kentucky,Meade County,56,53.0
1040,Kentucky,Menifee County,55,56.4
1041,Kentucky,Mercer County,56,56.9
1042,Kentucky,Metcalfe County,57,56.7
1043,Kentucky,Monroe County,57,54.8
1044,Kentucky,Montgomery County,55,54.6
1045,Kentucky,Morgan County,55,50.0
1046,Kentucky,Muhlenberg County,58,46.3
1047,Kentucky,Nelson County,56,56.6
1048,Kentucky,Nicholas County,55,49.8
1049,Kentucky,Ohio County,57,47.6
1050,Kentucky,Oldham County,56,54.1
1051,Kentucky,Owen County,56,50.7
1052,Kentucky,Owsley County,56,57.7
1053,Kentucky,Pendleton County,55,45.1
1054,Kentucky,Perry County,56,51.7
1055,Kentucky,Pike County,56,50.4
1056,Kentucky,Powell County,56,59.3
1057,Kentucky,Pulaski County,56,58.0
1058,Kentucky,Robertson County,55,47.7
1059,Kentucky,Rockcastle County,55,58.0
1060,Kentucky,Rowan County,54,52.8
1061,Kentucky,Russell County,56,58.3
1062,Kentucky,Scott County,55,53.2
1063,Kentucky,Shelby County,56,55.7
1064,Kentucky,Simpson County,58,52.8
1065,Kentucky,Spencer County,56,55.5
1066,Kentucky,Taylor County,56,57.5
1067,Kentucky,Todd County,58,46.2
1068,Kentucky,Trigg County,58,50.1
1069,Kentucky,Trimble County,56,53.0
1070,Kentucky,Union County,57,40.7
1071,Kentucky,Warren County,58,54.9
1072,Kentucky,Washington County,56,57.2
1073,Kentucky,Wayne County,56,59.3
1074,Kentucky,Webster County,57,41.9
1075,Kentucky,Whitley County,56,61.8
1076,Kentucky,Wolfe County,56,55.4
1077,Kentucky,Woodford County,56,56.0
1078,Louisiana,Acadia Parish,68,72.7
1079,Louisiana,Allen Parish,67,65.4
1080,Louisiana,Ascension Parish,68,93.0
1081,Louisiana,Assumption Parish,69,84.4
1082,Louisiana,Avoyelles Parish,66,71.3
1083,Louisiana,Beauregard Parish,67,67.6
1084,Louisiana,Bienville Parish,65,53.8
1085,Louisiana,Bossier Parish,64,53.0
1086,Louisiana,Caddo Parish,64,54.4
1087,Louisiana,Calcasieu Parish,68,68.9
1088,Louisiana,Caldwell Parish,65,49.6
1089,Louisiana,Cameron Parish,69,70.0
1090,Louisiana,Catahoula Parish,66,60.6
1091,Louisiana,Claiborne Parish,63,57.6
1092,Louisiana,Concordia Parish,66,70.8
1093,Louisiana,De Soto Parish,65,52.7
1094,Louisiana,East Baton Rouge Parish,67,88.7
1095,Louisiana,East Carroll Parish,64,53.9
1096,Louisiana,East Feliciana Parish,67,87.8
1097,Louisiana,Evangeline Parish,67,71.6
1098,Louisiana,Franklin Parish,65,50.3
1099,Louisiana,Grant Parish,65,66.7
1100,Louisiana,Iberia Parish,68,76.1
1101,Louisiana,Iberville Parish,68,84.3
1102,Louisiana,Jackson Parish,64,53.2
1103,Louisiana,Jefferson Parish,69,96.8
1104,Louisiana,Jefferson Davis Parish,68,68.4
1105,Louisiana,Lafayette Parish,68,77.2
1106,Louisiana,Lafourche Parish,69,89.6
1107,Louisiana,La Salle Parish,66,62.2
1108,Louisiana,Lincoln Parish,63,55.2
1109,Louisiana,Livingston Parish,68,100.7
1110,Louisiana,Madison Parish,65,53.6
1111,Louisiana,Morehouse Parish,64,52.8
1112,Louisiana,Natchitoches Parish,66,59.0
1113,Louisiana,Orleans Parish,69,94.0
1114,Louisiana,Ouachita Parish,64,49.8
1115,Louisiana,Plaquemines Parish,69,94.5
1116,Louisiana,Pointe Coupee Parish,67,80.1
1117,Louisiana,Rapides Parish,66,70.0
1118,Louisiana,Red River Parish,65,51.9
1119,Louisiana,Richland Parish,64,49.9
1120,Louisiana,Sabine Parish,66,60.0
1121,Louisiana,St. Bernard Parish,69,95.1
1122,Louisiana,St. Charles Parish,69,94.6
1123,Louisiana,St. Helena Parish,66,93.6
1124,Louisiana,St. James Parish,69,89.7
1125,Louisiana,St. John the Baptist Parish,69,95.5
1126,Louisiana,St. Landry Parish,67,75.6
1127,Louisiana,St. Martin Parish,68,78.3
1128,Louisiana,St. Mary Parish,69,77.5
1129,Louisiana,St. Tammany Parish,68,97.9
1130,Louisiana,Tangipahoa Parish,67,99.5
1131,Louisiana,Tensas Parish,65,56.3
1132,Louisiana,Terrebonne Parish,69,80.3
1133,Louisiana,Union Parish,63,55.7
1134,Louisiana,Vermilion Parish,68,72.0
1135,Louisiana,Vernon Parish,66,72.8
1136,Louisiana,Washington Parish,67,94.5
1137,Louisiana,Webster Parish,64,54.5
1138,Louisiana,West Baton Rouge Parish,68,85.0
1139,Louisiana,West Carroll Parish,64,53.4
1140,Louisiana,West Feliciana Parish,67,81.3
1141,Louisiana,Winn Parish,65,57.4
1142,Maine,Androscoggin County,47,46.5
1143,Maine,Aroostook County,42,39.0
1144,Maine,Cumberland County,47,48.0
1145,Maine,Franklin County,42,36.8
1146,Maine,Hancock County,47,49.5
1147,Maine,Kennebec County,47,45.8
1148,Maine,Knox County,47,49.0
1149,Maine,Lincoln County,48,48.0
1150,Maine,Oxford County,44,40.2
1151,Maine,Penobscot County,45,44.4
1152,Maine,Piscataquis County,43,39.3
1153,Maine,Sagadahoc County,48,49.9
1154,Maine,Somerset County,42,36.2
1155,Maine,Waldo County,47,47.4
1156,Maine,Washington County,47,47.0
1157,Maine,York County,48,51.5
1158,Maryland,Allegany County,53,38.2
1159,Maryland,Anne Arundel County,59,50.8
1160,Maryland,Baltimore County,56,51.3
1161,Maryland,Calvert County,58,53.5
1162,Maryland,Caroline County,58,51.6
1163,Maryland,Carroll County,55,49.0
1164,Maryland,Cecil County,56,52.9
1165,Maryland,Charles County,59,49.3
1166,Maryland,Dorchester County,59,51.3
1167,Maryland,Frederick County,55,48.8
1168,Maryland,Garrett County,50,43.9
1169,Maryland,Harford County,56,54.0
1170,Maryland,Howard County,56,51.1
1171,Maryland,Kent County,57,49.0
1172,Maryland,Montgomery County,56,47.9
1173,Maryland,Prince George's County,58,52.7
1174,Maryland,Queen Anne's County,57,49.6
1175,Maryland,St. Mary's County,58,53.0
1176,Maryland,Somerset County,59,48.6
1177,Maryland,Talbot County,58,51.0
1178,Maryland,Washington County,55,44.1
1179,Maryland,Wicomico County,59,50.9
1180,Maryland,Worcester County,59,50.3
1181,Maryland,Baltimore City,59,51.6
1182,"Washington, D.C.","Washington, D.C.",58,52.4
1183,Massachusetts,Barnstable County,53,54.3
1184,Massachusetts,Berkshire County,47,58.0
1185,Massachusetts,Bristol County,52,59.3
1186,Massachusetts,Dukes County,53,53.0
1187,Massachusetts,Essex County,51,61.5
1188,Massachusetts,Franklin County,49,57.9
1189,Massachusetts,Hampden County,50,61.3
1190,Massachusetts,Hampshire County,49,58.5
1191,Massachusetts,Middlesex County,51,60.0
1192,Massachusetts,Nantucket County,53,46.2
1193,Massachusetts,Norfolk County,52,63.5
1194,Massachusetts,Plymouth County,52,61.4
1195,Massachusetts,Suffolk County,52,64.1
1196,Massachusetts,Worcester County,50,59.9
1197,Michigan,Alcona County,47,28.2
1198,Michigan,Alger County,44,28.9
1199,Michigan,Allegan County,51,34.0
1200,Michigan,Alpena County,47,27.3
1201,Michigan,Antrim County,47,31.3
1202,Michigan,Arenac County,48,30.6
1203,Michigan,Baraga County,42,28.0
1204,Michigan,Barry County,50,37.9
1205,Michigan,Bay County,49,32.1
1206,Michigan,Benzie County,48,31.7
1207,Michigan,Berrien County,51,36.1
1208,Michigan,Branch County,50,42.5
1209,Michigan,Calhoun County,50,39.1
1210,Michigan,Cass County,51,39.3
1211,Michigan,Charlevoix County,47,30.7
1212,Michigan,Cheboygan County,46,28.8
1213,Michigan,Chippewa County,44,29.3
1214,Michigan,Clare County,47,32.9
1215,Michigan,Clinton County,50,35.5
1216,Michigan,Crawford County,46,30.6
1217,Michigan,Delta County,44,27.3
1218,Michigan,Dickinson County,43,23.7
1219,Michigan,Eaton County,50,36.7
1220,Michigan,Emmet County,46,30.5
1221,Michigan,Genesee County,50,38.3
1222,Michigan,Gladwin County,48,31.6
1223,Michigan,Gogebic County,42,27.3
1224,Michigan,Grand Traverse County,48,31.3
1225,Michigan,Gratiot County,50,35.0
1226,Michigan,Hillsdale County,50,41.5
1227,Michigan,Houghton County,43,26.0
1228,Michigan,Huron County,49,30.4
1229,Michigan,Ingham County,50,35.6
1230,Michigan,Ionia County,50,36.6
1231,Michigan,Iosco County,47,30.6
1232,Michigan,Iron County,41,26.4
1233,Michigan,Isabella County,49,32.7
1234,Michigan,Jackson County,50,37.0
1235,Michigan,Kalamazoo County,51,39.3
1236,Michigan,Kalkaska County,46,32.7
1237,Michigan,Kent County,49,35.4
1238,Michigan,Keweenaw County,43,24.6
1239,Michigan,Lake County,47,35.0
1240,Michigan,Lapeer County,50,35.7
1241,Michigan,Leelanau County,48,31.4
1242,Michigan,Lenawee County,51,38.8
1243,Michigan,Livingston County,50,38.2
1244,Michigan,Luce County,43,27.3
1245,Michigan,Mackinac County,44,29.3
1246,Michigan,Macomb County,52,40.0
1247,Michigan,Manistee County,48,34.2
1248,Michigan,Marquette County,43,25.9
1249,Michigan,Mason County,48,32.5
1250,Michigan,Mecosta County,47,32.0
1251,Michigan,Menominee County,45,26.0
1252,Michigan,Midland County,49,32.5
1253,Michigan,Missaukee County,46,34.2
1254,Michigan,Monroe County,52,37.0
1255,Michigan,Montcalm County,49,36.3
1256,Michigan,Montmorency County,46,27.4
1257,Michigan,Muskegon County,49,32.1
1258,Michigan,Newaygo County,48,32.0
1259,Michigan,Oakland County,50,40.0
1260,Michigan,Oceana County,48,31.4
1261,Michigan,Ogemaw County,47,32.4
1262,Michigan,Ontonagon County,43,25.8
1263,Michigan,Osceola County,47,34.6
1264,Michigan,Oscoda County,46,29.5
1265,Michigan,Otsego County,45,29.0
1266,Michigan,Ottawa County,50,31.7
1267,Michigan,Presque Isle County,46,28.0
1268,Michigan,Roscommon County,46,33.1
1269,Michigan,Saginaw County,50,35.9
1270,Michigan,St. Clair County,51,35.2
1271,Michigan,St. Joseph County,51,41.2
1272,Michigan,Sanilac County,49,32.0
1273,Michigan,Schoolcraft County,44,28.0
1274,Michigan,Shiawassee County,50,37.0
1275,Michigan,Tuscola County,50,33.0
1276,Michigan,Van Buren County,51,36.3
1277,Michigan,Washtenaw County,50,37.8
1278,Michigan,Wayne County,52,40.2
1279,Michigan,Wexford County,47,35.9
1280,Minnesota,Aitkin County,43,22.4
1281,Minnesota,Anoka County,47,22.7
1282,Minnesota,Becker County,43,16.0
1283,Minnesota,Beltrami County,42,15.5
1284,Minnesota,Benton County,45,24.2
1285,Minnesota,Big Stone County,47,29.4
1286,Minnesota,Blue Earth County,47,24.0
1287,Minnesota,Brown County,48,23.0
1288,Minnesota,Carlton County,42,24.0
1289,Minnesota,Carver County,47,23.6
1290,Minnesota,Cass County,43,20.0
1291,Minnesota,Chippewa County,47,27.5
1292,Minnesota,Chisago County,46,24.4
1293,Minnesota,Clay County,45,17.4
1294,Minnesota,Clearwater County,42,14.7
1295,Minnesota,Cook County,39,21.9
1296,Minnesota,Cottonwood County,48,25.6
1297,Minnesota,Crow Wing County,44,22.2
1298,Minnesota,Dakota County,48,23.0
1299,Minnesota,Dodge County,46,27.7
1300,Minnesota,Douglas County,45,25.0
1301,Minnesota,Faribault County,47,24.0
1302,Minnesota,Fillmore County,46,29.2
1303,Minnesota,Freeborn County,47,28.1
1304,Minnesota,Goodhue County,47,25.0
1305,Minnesota,Grant County,46,25.5
1306,Minnesota,Hennepin County,47,22.9
1307,Minnesota,Houston County,48,31.6
1308,Minnesota,Hubbard County,43,16.9
1309,Minnesota,Isanti County,46,23.9
1310,Minnesota,Itasca County,42,18.8
1311,Minnesota,Jackson County,47,27.4
1312,Minnesota,Kanabec County,44,24.1
1313,Minnesota,Kandiyohi County,46,23.7
1314,Minnesota,Kittson County,42,14.0
1315,Minnesota,Koochiching County,42,18.2
1316,Minnesota,Lac qui Parle County,47,28.5
1317,Minnesota,Lake County,40,22.9
1318,Minnesota,Lake of the Woods County,42,19.0
1319,Minnesota,Le Sueur County,47,23.6
1320,Minnesota,Lincoln County,46,25.5
1321,Minnesota,Lyon County,47,24.9
1322,Minnesota,McLeod County,47,20.6
1323,Minnesota,Mahnomen County,43,16.0
1324,Minnesota,Marshall County,42,15.0
1325,Minnesota,Martin County,47,26.1
1326,Minnesota,Meeker County,46,19.0
1327,Minnesota,Mille Lacs County,45,24.2
1328,Minnesota,Morrison County,45,24.2
1329,Minnesota,Mower County,46,30.0
1330,Minnesota,Murray County,46,27.0
1331,Minnesota,Nicollet County,48,23.0
1332,Minnesota,Nobles County,47,28.0
1333,Minnesota,Norman County,44,17.3
1334,Minnesota,Olmsted County,46,28.3
1335,Minnesota,Otter Tail County,44,20.9
1336,Minnesota,Pennington County,42,15.7
1337,Minnesota,Pine County,44,25.0
1338,Minnesota,Pipestone County,46,26.5
1339,Minnesota,Polk County,43,16.1
1340,Minnesota,Pope County,46,27.1
1341,Minnesota,Ramsey County,48,23.0
1342,Minnesota,Red Lake County,43,16.1
1343,Minnesota,Redwood County,48,22.7
1344,Minnesota,Renville County,47,20.9
1345,Minnesota,Rice County,47,24.3
1346,Minnesota,Rock County,47,27.3
1347,Minnesota,Roseau County,42,16.4
1348,Minnesota,St. Louis County,41,21.4
1349,Minnesota,Scott County,48,24.3
1350,Minnesota,Sherburne County,46,22.3
1351,Minnesota,Sibley County,48,22.3
1352,Minnesota,Stearns County,45,25.0
1353,Minnesota,Steele County,47,26.1
1354,Minnesota,Stevens County,46,27.7
1355,Minnesota,Swift County,47,28.7
1356,Minnesota,Todd County,45,24.5
1357,Minnesota,Traverse County,46,27.0
1358,Minnesota,Wabasha County,47,29.5
1359,Minnesota,Wadena County,44,20.4
1360,Minnesota,Waseca County,47,23.8
1361,Minnesota,Washington County,47,24.1
1362,Minnesota,Watonwan County,48,25.6
1363,Minnesota,Wilkin County,46,20.1
1364,Minnesota,Winona County,47,32.9
1365,Minnesota,Wright County,46,20.7
1366,Minnesota,Yellow Medicine County,47,25.7
1367,Mississippi,Adams County,66,81.6
1368,Mississippi,Alcorn County,60,64.7
1369,Mississippi,Amite County,66,89.0
1370,Mississippi,Attala County,64,63.7
1371,Mississippi,Benton County,60,59.3
1372,Mississippi,Bolivar County,63,63.9
1373,Mississippi,Calhoun County,62,63.1
1374,Mississippi,Carroll County,64,64.0
1375,Mississippi,Chickasaw County,62,63.7
1376,Mississippi,Choctaw County,63,61.6
1377,Mississippi,Claiborne County,65,61.8
1378,Mississippi,Clarke County,64,76.5
1379,Mississippi,Clay County,62,64.4
1380,Mississippi,Coahoma County,62,60.4
1381,Mississippi,Copiah County,65,69.1
1382,Mississippi,Covington County,65,80.5
1383,Mississippi,DeSoto County,61,55.7
1384,Mississippi,Forrest County,66,88.0
1385,Mississippi,Franklin County,66,86.1
1386,Mississippi,George County,66,87.5
1387,Mississippi,Greene County,66,84.3
1388,Mississippi,Grenada County,63,65.2
1389,Mississippi,Hancock County,67,97.8
1390,Mississippi,Harrison County,67,97.6
1391,Mississippi,Hinds County,65,62.4
1392,Mississippi,Holmes County,65,63.5
1393,Mississippi,Humphreys County,66,62.8
1394,Mississippi,Issaquena County,65,55.6
1395,Mississippi,Itawamba County,62,66.7
1396,Mississippi,Jackson County,67,92.2
1397,Mississippi,Jasper County,64,76.8
1398,Mississippi,Jefferson County,66,74.8
1399,Mississippi,Jefferson Davis County,65,80.5
1400,Mississippi,Jones County,65,84.3
1401,Mississippi,Kemper County,63,60.7
1402,Mississippi,Lafayette County,61,64.9
1403,Mississippi,Lamar County,66,87.3
1404,Mississippi,Lauderdale County,64,64.1
1405,Mississippi,Lawrence County,66,79.4
1406,Mississippi,Leake County,64,61.4
1407,Mississippi,Lee County,62,64.0
1408,Mississippi,Leflore County,65,64.0
1409,Mississippi,Lincoln County,66,83.2
1410,Mississippi,Lowndes County,63,70.2
1411,Mississippi,Madison County,65,61.0
1412,Mississippi,Marion County,66,86.6
1413,Mississippi,Marshall County,61,60.2
1414,Mississippi,Monroe County,62,66.3
1415,Mississippi,Montgomery County,63,63.0
1416,Mississippi,Neshoba County,63,62.0
1417,Mississippi,Newton County,64,67.2
1418,Mississippi,Noxubee County,63,68.7
1419,Mississippi,Oktibbeha County,62,66.0
1420,Mississippi,Panola County,62,64.9
1421,Mississippi,Pearl River County,67,92.6
1422,Mississippi,Perry County,66,88.5
