,State,County,Temperature,Precipitation,Avg Condition,Target,Nitrogen,Phosphorus,Potasium,pH,Humidity
638,Illinois,Randolph County,13,287.0,150.0,coconut,40.0,22.0,29.0,100.0,5.7
639,Illinois,Richland County,13,314.25,163.625,coconut,40.0,22.0,29.0,100.0,5.7
640,Illinois,Rock Island County,11,231.25,121.125,apple,33.0,143.0,204.0,92.0,5.8
641,Illinois,St. Clair County,13,243.25,128.125,apple,33.0,143.0,204.0,92.0,5.8
642,Illinois,Saline County,13,285.75,149.375,coconut,40.0,22.0,29.0,100.0,5.7
643,Illinois,Sangamon County,12,296.5,154.25,coconut,40.0,22.0,29.0,100.0,5.7
644,Illinois,Schuyler County,12,296.0,154.0,coconut,40.0,22.0,29.0,100.0,5.7
645,Illinois,Scott County,12,302.25,157.125,coconut,40.0,22.0,29.0,100.0,5.7
646,Illinois,Shelby County,12,316.75,164.375,coconut,40.0,22.0,29.0,100.0,5.7
647,Illinois,Stark County,11,290.25,150.625,coconut,40.0,22.0,29.0,100.0,5.7
648,Illinois,Stephenson County,9,184.75,96.875,apple,33.0,143.0,204.0,92.0,5.8
649,Illinois,Tazewell County,12,273.75,142.875,apple,33.0,143.0,204.0,92.0,5.8
650,Illinois,Union County,14,289.0,151.5,coconut,40.0,22.0,29.0,100.0,5.7
651,Illinois,Vermilion County,11,294.75,152.875,coconut,40.0,22.0,29.0,100.0,5.7
652,Illinois,Wabash County,13,310.0,161.5,coconut,40.0,22.0,29.0,100.0,5.7
653,Illinois,Warren County,11,271.25,141.125,apple,33.0,143.0,204.0,92.0,5.8
654,Illinois,Washington County,13,280.0,146.5,apple,33.0,143.0,204.0,92.0,5.8
655,Illinois,Wayne County,13,310.5,161.75,coconut,40.0,22.0,29.0,100.0,5.7
656,Illinois,White County,13,287.0,150.0,coconut,40.0,22.0,29.0,100.0,5.7
657,Illinois,Whiteside County,11,202.0,106.5,apple,33.0,143.0,204.0,92.0,5.8
658,Illinois,Will County,11,232.5,121.75,apple,33.0,143.0,204.0,92.0,5.8
659,Illinois,Williamson County,13,310.5,161.75,coconut,40.0,22.0,29.0,100.0,5.7
660,Illinois,Winnebago County,10,165.0,87.5,apple,33.0,143.0,204.0,92.0,5.8
661,Illinois,Woodford County,11,260.25,135.625,apple,33.0,143.0,204.0,92.0,5.8
662,Indiana,Adams County,11,254.0,132.5,apple,33.0,143.0,204.0,92.0,5.8
663,Indiana,Allen County,11,267.25,139.125,apple,33.0,143.0,204.0,92.0,5.8
664,Indiana,Bartholomew County,12,317.5,164.75,coconut,40.0,22.0,29.0,100.0,5.7
665,Indiana,Benton County,11,268.0,139.5,apple,33.0,143.0,204.0,92.0,5.8
666,Indiana,Blackford County,12,242.5,127.25,apple,33.0,143.0,204.0,92.0,5.8
667,Indiana,Boone County,11,268.5,139.75,apple,33.0,143.0,204.0,92.0,5.8
668,Indiana,Brown County,12,310.5,161.25,coconut,40.0,22.0,29.0,100.0,5.7
669,Indiana,Carroll County,11,269.25,140.125,apple,33.0,143.0,204.0,92.0,5.8
670,Indiana,Cass County,11,273.0,142.0,apple,33.0,143.0,204.0,92.0,5.8
671,Indiana,Clark County,13,330.75,171.875,coconut,40.0,22.0,29.0,100.0,5.7
672,Indiana,Clay County,12,283.25,147.625,coconut,40.0,22.0,29.0,100.0,5.7
673,Indiana,Clinton County,11,278.75,144.875,apple,33.0,143.0,204.0,92.0,5.8
674,Indiana,Crawford County,13,330.75,171.875,coconut,40.0,22.0,29.0,100.0,5.7
675,Indiana,Daviess County,13,282.5,147.75,coconut,40.0,22.0,29.0,100.0,5.7
676,Indiana,Dearborn County,12,299.75,155.875,coconut,40.0,22.0,29.0,100.0,5.7
677,Indiana,Decatur County,12,303.5,157.75,coconut,40.0,22.0,29.0,100.0,5.7
678,Indiana,DeKalb County,11,270.0,140.5,apple,33.0,143.0,204.0,92.0,5.8
679,Indiana,Delaware County,12,256.5,134.25,apple,33.0,143.0,204.0,92.0,5.8
680,Indiana,Dubois County,13,317.5,165.25,coconut,40.0,22.0,29.0,100.0,5.7
681,Indiana,Elkhart County,11,249.0,130.0,apple,33.0,143.0,204.0,92.0,5.8
682,Indiana,Fayette County,12,293.25,152.625,coconut,40.0,22.0,29.0,100.0,5.7
683,Indiana,Floyd County,13,330.25,171.625,coconut,40.0,22.0,29.0,100.0,5.7
684,Indiana,Fountain County,11,287.75,149.375,coconut,40.0,22.0,29.0,100.0,5.7
685,Indiana,Franklin County,12,288.25,150.125,coconut,40.0,22.0,29.0,100.0,5.7
686,Indiana,Fulton County,11,280.75,145.875,apple,33.0,143.0,204.0,92.0,5.8
687,Indiana,Gibson County,13,292.0,152.5,coconut,40.0,22.0,29.0,100.0,5.7
688,Indiana,Grant County,11,263.5,137.25,apple,33.0,143.0,204.0,92.0,5.8
689,Indiana,Greene County,12,291.5,151.75,coconut,40.0,22.0,29.0,100.0,5.7
690,Indiana,Hamilton County,12,279.5,145.75,apple,33.0,143.0,204.0,92.0,5.8
691,Indiana,Hancock County,12,284.5,148.25,coconut,40.0,22.0,29.0,100.0,5.7
692,Indiana,Harrison County,13,334.0,173.5,coconut,40.0,22.0,29.0,100.0,5.7
693,Indiana,Hendricks County,12,290.25,151.125,coconut,40.0,22.0,29.0,100.0,5.7
694,Indiana,Henry County,11,273.0,142.0,apple,33.0,143.0,204.0,92.0,5.8
695,Indiana,Howard County,11,277.5,144.25,apple,33.0,143.0,204.0,92.0,5.8
696,Indiana,Huntington County,11,262.25,136.625,apple,33.0,143.0,204.0,92.0,5.8
697,Indiana,Jackson County,12,310.0,161.0,coconut,40.0,22.0,29.0,100.0,5.7
698,Indiana,Jasper County,11,261.0,136.0,apple,33.0,143.0,204.0,92.0,5.8
699,Indiana,Jay County,11,246.5,128.75,apple,33.0,143.0,204.0,92.0,5.8
700,Indiana,Jefferson County,13,319.5,166.25,coconut,40.0,22.0,29.0,100.0,5.7
701,Indiana,Jennings County,12,299.75,155.875,coconut,40.0,22.0,29.0,100.0,5.7
702,Indiana,Johnson County,12,309.25,160.625,coconut,40.0,22.0,29.0,100.0,5.7
703,Indiana,Knox County,13,289.5,151.25,coconut,40.0,22.0,29.0,100.0,5.7
704,Indiana,Kosciusko County,11,264.25,137.625,apple,33.0,143.0,204.0,92.0,5.8
705,Indiana,LaGrange County,11,250.75,130.875,apple,33.0,143.0,204.0,92.0,5.8
706,Indiana,Lake County,11,241.25,126.125,apple,33.0,143.0,204.0,92.0,5.8
707,Indiana,LaPorte County,11,249.0,130.0,apple,33.0,143.0,204.0,92.0,5.8
708,Indiana,Lawrence County,12,309.25,160.625,coconut,40.0,22.0,29.0,100.0,5.7
709,Indiana,Madison County,12,280.0,146.0,apple,33.0,143.0,204.0,92.0,5.8
710,Indiana,Marion County,12,293.25,152.625,coconut,40.0,22.0,29.0,100.0,5.7
711,Indiana,Marshall County,11,278.25,144.625,apple,33.0,143.0,204.0,92.0,5.8
712,Indiana,Martin County,13,311.75,162.375,coconut,40.0,22.0,29.0,100.0,5.7
713,Indiana,Miami County,11,269.25,140.125,apple,33.0,143.0,204.0,92.0,5.8
714,Indiana,Monroe County,12,298.5,155.25,coconut,40.0,22.0,29.0,100.0,5.7
715,Indiana,Montgomery County,11,263.5,137.25,apple,33.0,143.0,204.0,92.0,5.8
716,Indiana,Morgan County,12,310.5,161.25,coconut,40.0,22.0,29.0,100.0,5.7
717,Indiana,Newton County,11,266.75,138.875,apple,33.0,143.0,204.0,92.0,5.8
718,Indiana,Noble County,11,256.5,133.75,apple,33.0,143.0,204.0,92.0,5.8
719,Indiana,Ohio County,13,314.25,163.625,coconut,40.0,22.0,29.0,100.0,5.7
720,Indiana,Orange County,13,330.25,171.625,coconut,40.0,22.0,29.0,100.0,5.7
721,Indiana,Owen County,12,306.75,159.375,coconut,40.0,22.0,29.0,100.0,5.7
722,Indiana,Parke County,12,269.25,140.625,apple,33.0,143.0,204.0,92.0,5.8
723,Indiana,Perry County,13,313.75,163.375,coconut,40.0,22.0,29.0,100.0,5.7
724,Indiana,Pike County,13,285.0,149.0,coconut,40.0,22.0,29.0,100.0,5.7
725,Indiana,Porter County,11,242.0,126.5,apple,33.0,143.0,204.0,92.0,5.8
726,Indiana,Posey County,14,261.0,137.5,apple,33.0,143.0,204.0,92.0,5.8
727,Indiana,Pulaski County,11,271.75,141.375,apple,33.0,143.0,204.0,92.0,5.8
728,Indiana,Putnam County,12,284.5,148.25,coconut,40.0,22.0,29.0,100.0,5.7
729,Indiana,Randolph County,11,255.25,133.125,apple,33.0,143.0,204.0,92.0,5.8
730,Indiana,Ripley County,12,298.5,155.25,coconut,40.0,22.0,29.0,100.0,5.7
731,Indiana,Rush County,12,294.0,153.0,coconut,40.0,22.0,29.0,100.0,5.7
732,Indiana,St. Joseph County,11,254.0,132.5,apple,33.0,143.0,204.0,92.0,5.8
733,Indiana,Scott County,13,317.5,165.25,coconut,40.0,22.0,29.0,100.0,5.7
734,Indiana,Shelby County,12,305.5,158.75,coconut,40.0,22.0,29.0,100.0,5.7
735,Indiana,Spencer County,13,290.75,151.875,coconut,40.0,22.0,29.0,100.0,5.7
736,Indiana,Starke County,11,276.75,143.875,apple,33.0,143.0,204.0,92.0,5.8
737,Indiana,Steuben County,10,264.75,137.375,apple,33.0,143.0,204.0,92.0,5.8
738,Indiana,Sullivan County,13,283.75,148.375,coconut,40.0,22.0,29.0,100.0,5.7
739,Indiana,Switzerland County,13,315.5,164.25,coconut,40.0,22.0,29.0,100.0,5.7
740,Indiana,Tippecanoe County,11,278.75,144.875,apple,33.0,143.0,204.0,92.0,5.8
741,Indiana,Tipton County,11,289.0,150.0,coconut,40.0,22.0,29.0,100.0,5.7
742,Indiana,Union County,12,285.75,148.875,coconut,40.0,22.0,29.0,100.0,5.7
743,Indiana,Vanderburgh County,14,256.0,135.0,apple,33.0,143.0,204.0,92.0,5.8
744,Indiana,Vermillion County,12,288.25,150.125,coconut,40.0,22.0,29.0,100.0,5.7
745,Indiana,Vigo County,12,280.0,146.0,apple,33.0,143.0,204.0,92.0,5.8
746,Indiana,Wabash County,11,256.5,133.75,apple,33.0,143.0,204.0,92.0,5.8
747,Indiana,Warren County,11,283.75,147.375,coconut,40.0,22.0,29.0,100.0,5.7
748,Indiana,Warrick County,13,277.5,145.25,apple,33.0,143.0,204.0,92.0,5.8
749,Indiana,Washington County,13,323.75,168.375,coconut,40.0,22.0,29.0,100.0,5.7
750,Indiana,Wayne County,11,265.5,138.25,apple,33.0,143.0,204.0,92.0,5.8
751,Indiana,Wells County,11,257.75,134.375,apple,33.0,143.0,204.0,92.0,5.8
752,Indiana,White County,11,261.5,136.25,apple,33.0,143.0,204.0,92.0,5.8
753,Indiana,Whitley County,11,261.0,136.0,apple,33.0,143.0,204.0,92.0,5.8
754,Iowa,Adair County,10,214.75,112.375,apple,33.0,143.0,204.0,92.0,5.8
755,Iowa,Adams County,10,223.5,116.75,apple,33.0,143.0,204.0,92.0,5.8
756,Iowa,Allamakee County,9,196.25,102.625,apple,33.0,143.0,204.0,92.0,5.8
757,Iowa,Appanoose County,11,281.25,146.125,apple,33.0,143.0,204.0,92.0,5.8
758,Iowa,Audubon County,9,205.75,107.375,apple,33.0,143.0,204.0,92.0,5.8
759,Iowa,Benton County,9,174.5,91.75,apple,33.0,143.0,204.0,92.0,5.8
760,Iowa,Black Hawk County,9,170.75,89.875,apple,33.0,143.0,204.0,92.0,5.8
761,Iowa,Boone County,10,181.5,95.75,apple,33.0,143.0,204.0,92.0,5.8
762,Iowa,Bremer County,9,196.25,102.625,apple,33.0,143.0,204.0,92.0,5.8
763,Iowa,Buchanan County,9,189.25,99.125,apple,33.0,143.0,204.0,92.0,5.8
764,Iowa,Buena Vista County,9,184.25,96.625,apple,33.0,143.0,204.0,92.0,5.8
765,Iowa,Butler County,9,177.75,93.375,apple,33.0,143.0,204.0,92.0,5.8
766,Iowa,Calhoun County,9,193.0,101.0,apple,33.0,143.0,204.0,92.0,5.8
767,Iowa,Carroll County,10,185.5,97.75,apple,33.0,143.0,204.0,92.0,5.8
768,Iowa,Cass County,10,202.5,106.25,apple,33.0,143.0,204.0,92.0,5.8
769,Iowa,Cedar County,9,205.75,107.375,apple,33.0,143.0,204.0,92.0,5.8
770,Iowa,Cerro Gordo County,9,196.75,102.875,apple,33.0,143.0,204.0,92.0,5.8
771,Iowa,Cherokee County,9,184.25,96.625,apple,33.0,143.0,204.0,92.0,5.8
772,Iowa,Chickasaw County,8,226.75,117.375,apple,33.0,143.0,204.0,92.0,5.8
773,Iowa,Clarke County,11,243.25,127.125,apple,33.0,143.0,204.0,92.0,5.8
774,Iowa,Clay County,9,193.75,101.375,apple,33.0,143.0,204.0,92.0,5.8
775,Iowa,Clayton County,9,188.0,98.5,apple,33.0,143.0,204.0,92.0,5.8
776,Iowa,Clinton County,11,200.75,105.875,apple,33.0,143.0,204.0,92.0,5.8
777,Iowa,Crawford County,9,184.25,96.625,apple,33.0,143.0,204.0,92.0,5.8
778,Iowa,Dallas County,11,199.5,105.25,apple,33.0,143.0,204.0,92.0,5.8
779,Iowa,Davis County,11,275.5,143.25,apple,33.0,143.0,204.0,92.0,5.8
780,Iowa,Decatur County,11,257.25,134.125,apple,33.0,143.0,204.0,92.0,5.8
781,Iowa,Delaware County,9,195.5,102.25,apple,33.0,143.0,204.0,92.0,5.8
782,Iowa,Des Moines County,11,284.5,147.75,coconut,40.0,22.0,29.0,100.0,5.7
783,Iowa,Dickinson County,8,179.75,93.875,apple,33.0,143.0,204.0,92.0,5.8
784,Iowa,Dubuque County,9,184.25,96.625,apple,33.0,143.0,204.0,92.0,5.8
785,Iowa,Emmet County,8,181.5,94.75,apple,33.0,143.0,204.0,92.0,5.8
786,Iowa,Fayette County,8,198.75,103.375,apple,33.0,143.0,204.0,92.0,5.8
787,Iowa,Floyd County,9,217.25,113.125,apple,33.0,143.0,204.0,92.0,5.8
788,Iowa,Franklin County,9,179.75,94.375,apple,33.0,143.0,204.0,92.0,5.8
789,Iowa,Fremont County,11,222.25,116.625,apple,33.0,143.0,204.0,92.0,5.8
790,Iowa,Greene County,10,187.25,98.625,apple,33.0,143.0,204.0,92.0,5.8
791,Iowa,Grundy County,9,178.5,93.75,apple,33.0,143.0,204.0,92.0,5.8
792,Iowa,Guthrie County,10,196.75,103.375,apple,33.0,143.0,204.0,92.0,5.8
793,Iowa,Hamilton County,9,175.25,92.125,apple,33.0,143.0,204.0,92.0,5.8
794,Iowa,Hancock County,9,195.0,102.0,apple,33.0,143.0,204.0,92.0,5.8
795,Iowa,Hardin County,9,171.5,90.25,apple,33.0,143.0,204.0,92.0,5.8
796,Iowa,Harrison County,11,226.0,118.5,apple,33.0,143.0,204.0,92.0,5.8
797,Iowa,Henry County,11,266.75,138.875,apple,33.0,143.0,204.0,92.0,5.8
798,Iowa,Howard County,8,213.25,110.625,apple,33.0,143.0,204.0,92.0,5.8
799,Iowa,Humboldt County,9,184.75,96.875,apple,33.0,143.0,204.0,92.0,5.8
800,Iowa,Ida County,9,177.75,93.375,apple,33.0,143.0,204.0,92.0,5.8
801,Iowa,Iowa County,10,195.5,102.75,apple,33.0,143.0,204.0,92.0,5.8
802,Iowa,Jackson County,10,207.0,108.5,apple,33.0,143.0,204.0,92.0,5.8
803,Iowa,Jasper County,10,190.5,100.25,apple,33.0,143.0,204.0,92.0,5.8
804,Iowa,Jefferson County,11,254.0,132.5,apple,33.0,143.0,204.0,92.0,5.8
805,Iowa,Johnson County,9,208.25,108.625,apple,33.0,143.0,204.0,92.0,5.8
806,Iowa,Jones County,9,192.5,100.75,apple,33.0,143.0,204.0,92.0,5.8
807,Iowa,Keokuk County,10,236.75,123.375,apple,33.0,143.0,204.0,92.0,5.8
808,Iowa,Kossuth County,9,181.5,95.25,apple,33.0,143.0,204.0,92.0,5.8
809,Iowa,Lee County,11,290.25,150.625,coconut,40.0,22.0,29.0,100.0,5.7
810,Iowa,Linn County,9,195.0,102.0,apple,33.0,143.0,204.0,92.0,5.8
811,Iowa,Louisa County,11,254.0,132.5,apple,33.0,143.0,204.0,92.0,5.8
812,Iowa,Lucas County,11,256.0,133.5,apple,33.0,143.0,204.0,92.0,5.8
813,Iowa,Lyon County,9,181.0,95.0,apple,33.0,143.0,204.0,92.0,5.8
814,Iowa,Madison County,11,218.5,114.75,apple,33.0,143.0,204.0,92.0,5.8
815,Iowa,Mahaska County,11,222.25,116.625,apple,33.0,143.0,204.0,92.0,5.8
816,Iowa,Marion County,11,212.75,111.875,apple,33.0,143.0,204.0,92.0,5.8
817,Iowa,Marshall County,9,165.75,87.375,apple,33.0,143.0,204.0,92.0,5.8
818,Iowa,Mills County,11,219.75,115.375,apple,33.0,143.0,204.0,92.0,5.8
819,Iowa,Mitchell County,8,221.5,114.75,apple,33.0,143.0,204.0,92.0,5.8
820,Iowa,Monona County,10,197.5,103.75,apple,33.0,143.0,204.0,92.0,5.8
821,Iowa,Monroe County,11,252.0,131.5,apple,33.0,143.0,204.0,92.0,5.8
822,Iowa,Montgomery County,11,219.0,115.0,apple,33.0,143.0,204.0,92.0,5.8
823,Iowa,Muscatine County,10,216.0,113.0,apple,33.0,143.0,204.0,92.0,5.8
824,Iowa,O'Brien County,9,184.25,96.625,apple,33.0,143.0,204.0,92.0,5.8
825,Iowa,Osceola County,8,181.5,94.75,apple,33.0,143.0,204.0,92.0,5.8
826,Iowa,Page County,11,226.75,118.875,apple,33.0,143.0,204.0,92.0,5.8
827,Iowa,Palo Alto County,9,191.25,100.125,apple,33.0,143.0,204.0,92.0,5.8
828,Iowa,Plymouth County,9,158.75,83.875,apple,33.0,143.0,204.0,92.0,5.8
829,Iowa,Pocahontas County,9,184.25,96.625,apple,33.0,143.0,204.0,92.0,5.8
830,Iowa,Polk County,11,195.5,103.25,apple,33.0,143.0,204.0,92.0,5.8
831,Iowa,Pottawattamie County,11,212.0,111.5,apple,33.0,143.0,204.0,92.0,5.8
832,Iowa,Poweshiek County,10,196.75,103.375,apple,33.0,143.0,204.0,92.0,5.8
833,Iowa,Ringgold County,11,247.0,129.0,apple,33.0,143.0,204.0,92.0,5.8
834,Iowa,Sac County,9,186.75,97.875,apple,33.0,143.0,204.0,92.0,5.8
835,Iowa,Scott County,11,210.75,110.875,apple,33.0,143.0,204.0,92.0,5.8
836,Iowa,Shelby County,10,198.75,104.375,apple,33.0,143.0,204.0,92.0,5.8
837,Iowa,Sioux County,9,175.25,92.125,apple,33.0,143.0,204.0,92.0,5.8
838,Iowa,Story County,10,176.5,93.25,apple,33.0,143.0,204.0,92.0,5.8
839,Iowa,Tama County,9,181.0,95.0,apple,33.0,143.0,204.0,92.0,5.8
840,Iowa,Taylor County,11,231.75,121.375,apple,33.0,143.0,204.0,92.0,5.8
841,Iowa,Union County,10,238.0,124.0,apple,33.0,143.0,204.0,92.0,5.8
842,Iowa,Van Buren County,11,259.75,135.375,apple,33.0,143.0,204.0,92.0,5.8
843,Iowa,Wapello County,11,256.5,133.75,apple,33.0,143.0,204.0,92.0,5.8
844,Iowa,Warren County,11,219.75,115.375,apple,33.0,143.0,204.0,92.0,5.8
845,Iowa,Washington County,10,242.5,126.25,apple,33.0,143.0,204.0,92.0,5.8
846,Iowa,Wayne County,11,274.25,142.625,apple,33.0,143.0,204.0,92.0,5.8
847,Iowa,Webster County,9,179.0,94.0,apple,33.0,143.0,204.0,92.0,5.8
848,Iowa,Winnebago County,8,174.5,91.25,apple,33.0,143.0,204.0,92.0,5.8
849,Iowa,Winneshiek County,8,195.0,101.5,apple,33.0,143.0,204.0,92.0,5.8
850,Iowa,Woodbury County,9,172.0,90.5,apple,33.0,143.0,204.0,92.0,5.8
851,Iowa,Worth County,8,196.75,102.375,apple,33.0,143.0,204.0,92.0,5.8
852,Iowa,Wright County,9,193.75,101.375,apple,33.0,143.0,204.0,92.0,5.8
853,Kansas,Allen County,14,352.5,183.25,coffee,91.0,21.0,26.0,57.4,7.3
854,Kansas,Anderson County,13,319.5,166.25,coconut,40.0,22.0,29.0,100.0,5.7
855,Kansas,Atchison County,12,231.75,121.875,apple,33.0,143.0,204.0,92.0,5.8
856,Kansas,Barber County,14,162.5,88.25,apple,33.0,143.0,204.0,92.0,5.8
857,Kansas,Barton County,13,179.75,96.375,apple,33.0,143.0,204.0,92.0,5.8
858,Kansas,Bourbon County,14,315.0,164.5,coconut,40.0,22.0,29.0,100.0,5.7
859,Kansas,Brown County,12,221.5,116.75,apple,33.0,143.0,204.0,92.0,5.8
860,Kansas,Butler County,14,249.0,131.5,apple,33.0,143.0,204.0,92.0,5.8
861,Kansas,Chase County,13,231.25,122.125,apple,33.0,143.0,204.0,92.0,5.8
862,Kansas,Chautauqua County,14,229.25,121.625,apple,33.0,143.0,204.0,92.0,5.8
863,Kansas,Cherokee County,14,311.75,162.875,coconut,40.0,22.0,29.0,100.0,5.7
864,Kansas,Cheyenne County,11,94.5,52.75,apple,33.0,143.0,204.0,92.0,5.8
865,Kansas,Clark County,14,127.0,70.5,apple,33.0,143.0,204.0,92.0,5.8
866,Kansas,Clay County,13,173.25,93.125,apple,33.0,143.0,204.0,92.0,5.8
867,Kansas,Cloud County,13,163.75,88.375,apple,33.0,143.0,204.0,92.0,5.8
868,Kansas,Coffey County,13,277.5,145.25,apple,33.0,143.0,204.0,92.0,5.8
869,Kansas,Comanche County,14,155.5,84.75,apple,33.0,143.0,204.0,92.0,5.8
870,Kansas,Cowley County,14,226.0,120.0,apple,33.0,143.0,204.0,92.0,5.8
871,Kansas,Crawford County,14,317.5,165.75,coconut,40.0,22.0,29.0,100.0,5.7
872,Kansas,Decatur County,12,111.0,61.5,apple,33.0,143.0,204.0,92.0,5.8
873,Kansas,Dickinson County,13,200.75,106.875,apple,33.0,143.0,204.0,92.0,5.8
874,Kansas,Doniphan County,12,246.5,129.25,apple,33.0,143.0,204.0,92.0,5.8
875,Kansas,Douglas County,13,289.0,151.0,coconut,40.0,22.0,29.0,100.0,5.7
876,Kansas,Edwards County,13,172.75,92.875,apple,33.0,143.0,204.0,92.0,5.8
877,Kansas,Elk County,14,232.5,123.25,apple,33.0,143.0,204.0,92.0,5.8
878,Kansas,Ellis County,13,165.75,89.375,apple,33.0,143.0,204.0,92.0,5.8
879,Kansas,Ellsworth County,13,179.75,96.375,apple,33.0,143.0,204.0,92.0,5.8
880,Kansas,Finney County,13,108.0,60.5,apple,33.0,143.0,204.0,92.0,5.8
881,Kansas,Ford County,13,150.5,81.75,apple,33.0,143.0,204.0,92.0,5.8
882,Kansas,Franklin County,13,306.0,159.5,coconut,40.0,22.0,29.0,100.0,5.7
883,Kansas,Geary County,13,197.5,105.25,apple,33.0,143.0,204.0,92.0,5.8
884,Kansas,Gove County,12,115.5,63.75,apple,33.0,143.0,204.0,92.0,5.8
885,Kansas,Graham County,12,120.75,66.375,apple,33.0,143.0,204.0,92.0,5.8
886,Kansas,Grant County,13,112.5,62.75,apple,33.0,143.0,204.0,92.0,5.8
887,Kansas,Gray County,13,126.25,69.625,apple,33.0,143.0,204.0,92.0,5.8
888,Kansas,Greeley County,12,132.0,72.0,apple,33.0,143.0,204.0,92.0,5.8
889,Kansas,Greenwood County,13,263.5,138.25,apple,33.0,143.0,204.0,92.0,5.8
890,Kansas,Hamilton County,12,114.25,63.125,apple,33.0,143.0,204.0,92.0,5.8
891,Kansas,Harper County,14,166.25,90.125,apple,33.0,143.0,204.0,92.0,5.8
892,Kansas,Harvey County,14,221.5,117.75,apple,33.0,143.0,204.0,92.0,5.8
893,Kansas,Haskell County,13,120.0,66.5,apple,33.0,143.0,204.0,92.0,5.8
894,Kansas,Hodgeman County,13,153.75,83.375,apple,33.0,143.0,204.0,92.0,5.8
895,Kansas,Jackson County,12,212.75,112.375,apple,33.0,143.0,204.0,92.0,5.8
896,Kansas,Jefferson County,13,247.75,130.375,apple,33.0,143.0,204.0,92.0,5.8
897,Kansas,Jewell County,12,174.5,93.25,apple,33.0,143.0,204.0,92.0,5.8
898,Kansas,Johnson County,13,268.0,140.5,apple,33.0,143.0,204.0,92.0,5.8
899,Kansas,Kearny County,13,114.25,63.625,apple,33.0,143.0,204.0,92.0,5.8
900,Kansas,Kingman County,14,193.0,103.5,apple,33.0,143.0,204.0,92.0,5.8
901,Kansas,Kiowa County,13,164.5,88.75,apple,33.0,143.0,204.0,92.0,5.8
902,Kansas,Labette County,14,292.0,153.0,coconut,40.0,22.0,29.0,100.0,5.7
903,Kansas,Lane County,13,119.5,66.25,apple,33.0,143.0,204.0,92.0,5.8
904,Kansas,Leavenworth County,13,271.75,142.375,apple,33.0,143.0,204.0,92.0,5.8
905,Kansas,Lincoln County,13,174.5,93.75,apple,33.0,143.0,204.0,92.0,5.8
906,Kansas,Linn County,13,313.75,163.375,coconut,40.0,22.0,29.0,100.0,5.7
907,Kansas,Logan County,12,139.75,75.875,apple,33.0,143.0,204.0,92.0,5.8
908,Kansas,Lyon County,13,250.25,131.625,apple,33.0,143.0,204.0,92.0,5.8
909,Kansas,McPherson County,14,207.75,110.875,apple,33.0,143.0,204.0,92.0,5.8
910,Kansas,Marion County,13,208.25,110.625,apple,33.0,143.0,204.0,92.0,5.8
911,Kansas,Marshall County,12,183.5,97.75,apple,33.0,143.0,204.0,92.0,5.8
912,Kansas,Meade County,13,139.75,76.375,apple,33.0,143.0,204.0,92.0,5.8
913,Kansas,Miami County,13,303.0,158.0,coconut,40.0,22.0,29.0,100.0,5.7
914,Kansas,Mitchell County,13,153.75,83.375,apple,33.0,143.0,204.0,92.0,5.8
915,Kansas,Montgomery County,14,256.0,135.0,apple,33.0,143.0,204.0,92.0,5.8
916,Kansas,Morris County,13,216.0,114.5,apple,33.0,143.0,204.0,92.0,5.8
917,Kansas,Morton County,13,90.25,51.625,apple,33.0,143.0,204.0,92.0,5.8
918,Kansas,Nemaha County,12,193.75,102.875,apple,33.0,143.0,204.0,92.0,5.8
919,Kansas,Neosho County,14,337.25,175.625,coconut,40.0,22.0,29.0,100.0,5.7
920,Kansas,Ness County,13,139.75,76.375,apple,33.0,143.0,204.0,92.0,5.8
921,Kansas,Norton County,12,133.25,72.625,apple,33.0,143.0,204.0,92.0,5.8
922,Kansas,Osage County,13,286.5,149.75,coconut,40.0,22.0,29.0,100.0,5.7
923,Kansas,Osborne County,12,164.5,88.25,apple,33.0,143.0,204.0,92.0,5.8
924,Kansas,Ottawa County,13,172.75,92.875,apple,33.0,143.0,204.0,92.0,5.8
925,Kansas,Pawnee County,13,174.0,93.5,apple,33.0,143.0,204.0,92.0,5.8
926,Kansas,Phillips County,12,125.75,68.875,apple,33.0,143.0,204.0,92.0,5.8
927,Kansas,Pottawatomie County,13,194.25,103.625,apple,33.0,143.0,204.0,92.0,5.8
928,Kansas,Pratt County,13,170.75,91.875,apple,33.0,143.0,204.0,92.0,5.8
929,Kansas,Rawlins County,11,99.75,55.375,apple,33.0,143.0,204.0,92.0,5.8
930,Kansas,Reno County,13,194.25,103.625,apple,33.0,143.0,204.0,92.0,5.8
931,Kansas,Republic County,12,176.0,94.0,apple,33.0,143.0,204.0,92.0,5.8
932,Kansas,Rice County,13,190.5,101.75,apple,33.0,143.0,204.0,92.0,5.8
933,Kansas,Riley County,13,192.5,102.75,apple,33.0,143.0,204.0,92.0,5.8
934,Kansas,Rooks County,12,143.5,77.75,apple,33.0,143.0,204.0,92.0,5.8
935,Kansas,Rush County,13,174.5,93.75,apple,33.0,143.0,204.0,92.0,5.8
936,Kansas,Russell County,13,172.0,92.5,apple,33.0,143.0,204.0,92.0,5.8
937,Kansas,Saline County,14,187.25,100.625,apple,33.0,143.0,204.0,92.0,5.8
938,Kansas,Scott County,12,118.0,65.0,apple,33.0,143.0,204.0,92.0,5.8
